message_index	start_time	timestamp	calc_duration	total_elapsed_time	total_timer_time	length_type	swim_stroke	total_strokes	avg_speed	avg_swimming_cadence	avg_heart_rate
37	2026-05-22 18:43:21 CST	1148426297	0	33.88	33.88	1	1	15.00	0.68	27.00	143.0
38	2026-05-22 18:43:55 CST	1148426297	0	33.75	33.75	1	1	14.00	0.68	25.00	141.0
39	2026-05-22 18:44:28 CST	1148426297	0	37.50	37.50	1	1	18.00	0.61	29.00	145.0
40	2026-05-22 18:45:06 CST	1148426297	0	32.38	32.38	1	1	14.00	0.71	26.00	143.0
41	2026-05-22 18:45:38 CST	1148426297	0	37.50	37.50	1	1	16.00	0.61	26.00	135.0
42	2026-05-22 18:46:16 CST	1148426297	0	34.25	34.25	1	1	16.00	0.67	28.00	138.0
43	2026-05-22 18:46:50 CST	1148426297	0	36.88	36.88	1	1	16.00	0.62	26.00	139.0
44	2026-05-22 18:47:27 CST	1148426297	0	34.19	34.19	1	1	16.00	0.67	28.00	139.0
45	2026-05-22 18:48:01 CST	1148426297	0	36.00	36.00	1	1	16.00	0.63	27.00	138.0
46	2026-05-22 18:48:37 CST	1148426297	0	37.19	37.19	1	1	17.00	0.62	27.00	138.0
47	2026-05-22 18:49:14 CST	1148426297	0	35.88	35.88	1	1	16.00	0.64	27.00	144.0
48	2026-05-22 18:49:50 CST	1148426297	0	34.25	34.25	1	1	15.00	0.67	26.00	143.0
49	2026-05-22 18:50:24 CST	1148426297	0	35.88	35.88	1	1	16.00	0.64	27.00	141.0
50	2026-05-22 18:51:00 CST	1148426297	0	34.94	34.94	1	1	16.00	0.65	27.00	139.0
51	2026-05-22 18:51:35 CST	1148426297	0	36.25	36.25	1	1	16.00	0.63	26.00	143.0
52	2026-05-22 18:52:11 CST	1148426297	0	38.00	38.00	1	1	17.00	0.60	27.00	140.0
53	2026-05-22 18:52:49 CST	1148426297	0	39.19	39.19	1	1	17.00	0.58	26.00	139.0
54	2026-05-22 18:53:28 CST	1148426297	0	34.12	34.12	1	1	16.00	0.67	28.00	141.0
55	2026-05-22 18:54:03 CST	1148426297	0	35.88	35.88	1	1	15.00	0.64	25.00	140.0
56	2026-05-22 18:54:38 CST	1148426297	0	32.69	32.69	1	1	14.00	0.70	26.00	138.0
57	2026-05-22 18:55:11 CST	1148426297	0	34.94	34.94	1	1	15.00	0.65	26.00	142.0
58	2026-05-22 18:55:46 CST	1148426297	0	34.25	34.25	1	1	15.00	0.67	26.00	142.0
59	2026-05-22 18:56:20 CST	1148426297	0	38.12	38.12	1	1	17.00	0.60	27.00	119.0
60	2026-05-22 18:56:58 CST	1148426297	0	35.81	35.81	1	1	15.00	0.64	25.00	114.0
61	2026-05-22 18:57:34 CST	1148426297	0	34.75	34.75	1	1	15.00	0.66	26.00	139.0
62	2026-05-22 18:58:09 CST	1148426297	0	37.38	37.38	1	1	16.00	0.61	26.00	142.0
63	2026-05-22 18:58:46 CST	1148426297	0	36.19	36.19	1	1	16.00	0.63	27.00	142.0
64	2026-05-22 18:59:23 CST	1148426297	0	36.44	36.44	1	1	16.00	0.63	26.00	142.0
65	2026-05-22 18:59:59 CST	1148426297	0	40.00	40.00	1	1	18.00	0.57	27.00	142.0
66	2026-05-22 19:00:39 CST	1148426297	0	33.75	33.75	1	1	15.00	0.68	27.00	140.0
67	2026-05-22 19:01:13 CST	1148426297	0	37.94	37.94	1	1	17.00	0.60	27.00	145.0
68	2026-05-22 19:01:51 CST	1148426297	0	36.31	36.31	1	1	15.00	0.63	25.00	144.0
69	2026-05-22 19:02:27 CST	1148426297	0	38.81	38.81	1	1	18.00	0.59	28.00	142.0
70	2026-05-22 19:03:06 CST	1148426297	0	34.88	34.88	1	1	15.00	0.65	26.00	138.0
71	2026-05-22 19:03:41 CST	1148426297	0	37.00	37.00	1	1	17.00	0.62	28.00	140.0
72	2026-05-22 19:04:18 CST	1148426297	0	34.56	34.56	1	1	15.00	0.66	26.00	148.0
73	2026-05-22 19:04:52 CST	1148426297	0	38.69	38.69	1	1	17.00	0.59	26.00	149.0
74	2026-05-22 19:05:31 CST	1148426297	0	33.31	33.31	1	1	15.00	0.69	27.00	147.0
75	2026-05-22 19:06:04 CST	1148426297	0	36.56	36.56	1	1	16.00	0.62	26.00	145.0
76	2026-05-22 19:06:41 CST	1148426297	0	38.00	38.00	1	1	17.00	0.60	27.00	145.0
77	2026-05-22 19:07:19 CST	1148426297	0	39.25	39.25	1	1	17.00	0.58	26.00	144.0
78	2026-05-22 19:07:58 CST	1148426297	0	35.00	35.00	1	1	16.00	0.65	27.00	142.0
79	2026-05-22 19:08:33 CST	1148426297	0	37.56	37.56	1	1	17.00	0.61	27.00	143.0
80	2026-05-22 19:09:11 CST	1148426297	0	36.31	36.31	1	1	16.00	0.63	26.00	145.0
81	2026-05-22 19:09:47 CST	1148426297	0	37.50	37.50	1	1	17.00	0.61	27.00	144.0
82	2026-05-22 19:10:24 CST	1148426297	0	36.44	36.44	1	1	16.00	0.63	26.00	145.0
83	2026-05-22 19:11:01 CST	1148426297	0	37.06	37.06	1	1	16.00	0.62	26.00	142.0
84	2026-05-22 19:11:38 CST	1148426297	0	36.75	36.75	1	1	16.00	0.62	26.00	139.0
85	2026-05-22 19:12:15 CST	1148426297	0	38.50	38.50	1	1	17.00	0.59	26.00	146.0
86	2026-05-22 19:12:53 CST	1148426297	0	36.19	36.19	1	1	16.00	0.63	27.00	144.0
87	2026-05-22 19:13:29 CST	1148426297	0	39.31	39.31	1	1	17.00	0.58	26.00	140.0
88	2026-05-22 19:14:09 CST	1148426297	0	34.31	34.31	1	1	16.00	0.67	28.00	143.0
89	2026-05-22 19:14:43 CST	1148426297	0	38.12	38.12	1	1	17.00	0.60	27.00	142.0
90	2026-05-22 19:15:21 CST	1148426297	0	36.31	36.31	1	1	16.00	0.63	26.00	148.0
91	2026-05-22 19:15:57 CST	1148426297	0	38.25	38.25	1	1	17.00	0.60	27.00	144.0
92	2026-05-22 19:16:36 CST	1148426297	0	36.38	36.38	1	1	16.00	0.63	26.00	144.0
93	2026-05-22 19:17:12 CST	1148426297	0	38.44	38.44	1	1	17.00	0.60	27.00	142.0
94	2026-05-22 19:17:51 CST	1148426297	0	36.06	36.06	1	1	16.00	0.63	27.00	145.0
95	2026-05-22 19:18:27 CST	1148426297	0	38.12	38.12	1	1	17.00	0.60	27.00	144.0
96	2026-05-22 19:19:05 CST	1148426297	0	38.19	38.19	1	1	17.00	0.60	27.00	144.0
97	2026-05-22 19:19:43 CST	1148426297	0	36.62	36.62	1	1	16.00	0.62	26.00	142.0
98	2026-05-22 19:20:20 CST	1148426297	0	37.81	37.81	1	1	17.00	0.61	27.00	144.0
99	2026-05-22 19:20:57 CST	1148426297	0	37.31	37.31	1	1	17.00	0.61	27.00	145.0
100	2026-05-22 19:21:35 CST	1148426297	0	36.38	36.38	1	1	17.00	0.63	28.00	146.0
101	2026-05-22 19:22:11 CST	1148426297	0	39.62	39.62	1	1	18.00	0.58	27.00	143.0
102	2026-05-22 19:22:51 CST	1148426297	0	35.81	35.81	1	1	17.00	0.64	28.00	147.0
103	2026-05-22 19:23:26 CST	1148426297	0	38.44	38.44	1	1	18.00	0.60	28.00	145.0
104	2026-05-22 19:24:05 CST	1148426297	0	35.38	35.38	1	1	17.00	0.65	29.00	143.0
105	2026-05-22 19:24:40 CST	1148426297	0	39.06	39.06	1	1	18.00	0.58	28.00	138.0
106	2026-05-22 19:25:19 CST	1148426297	0	34.50	34.50	1	1	16.00	0.66	28.00	144.0
107	2026-05-22 19:25:54 CST	1148426297	0	34.50	34.50	1	1	17.00	0.66	30.00	146.0
108	2026-05-22 19:26:28 CST	1148426297	0	36.56	36.56	1	1	17.00	0.62	28.00	144.0
109	2026-05-22 19:27:05 CST	1148426297	0	35.62	35.62	1	1	19.00	0.64	32.00	145.0
110	2026-05-22 19:27:41 CST	1148426297	0	34.00	34.00	1	1	17.00	0.67	30.00	153.0
111	2026-05-22 19:28:15 CST	1148426297	0	36.06	36.06	1	1	18.00	0.63	30.00	163.0
112	2026-05-22 19:28:51 CST	1148426297	0	28.45	28.45	1	1	16.00	0.80	34.00	160.0
113	2026-05-22 19:29:19 CST	1148426297	0	5.28	5.28	0	255	0.00	0.00	0.00	155.0
