message_index	start_time	timestamp	calc_duration	total_elapsed_time	total_timer_time	length_type	swim_stroke	total_strokes	avg_speed	avg_swimming_cadence	avg_heart_rate
37	2026-05-29 18:27:58 CST	1149030413	0	33.62	33.62	1	1	14.00	0.68	25.00	125.0
38	2026-05-29 18:28:31 CST	1149030413	0	36.94	36.94	1	1	14.00	0.62	23.00	126.0
39	2026-05-29 18:29:08 CST	1149030413	0	34.56	34.56	1	1	14.00	0.66	24.00	127.0
40	2026-05-29 18:29:43 CST	1149030413	0	33.44	33.44	1	1	14.00	0.68	25.00	127.0
41	2026-05-29 18:30:16 CST	1149030413	0	35.50	35.50	1	1	14.00	0.64	24.00	124.0
42	2026-05-29 18:30:52 CST	1149030413	0	35.88	35.88	1	1	14.00	0.64	23.00	130.0
43	2026-05-29 18:31:27 CST	1149030413	0	33.62	33.62	1	1	14.00	0.68	25.00	127.0
44	2026-05-29 18:32:01 CST	1149030413	0	35.88	35.88	1	1	14.00	0.64	23.00	127.0
45	2026-05-29 18:32:37 CST	1149030413	0	35.31	35.31	1	1	14.00	0.65	24.00	123.0
46	2026-05-29 18:33:12 CST	1149030413	0	35.31	35.31	1	1	14.00	0.65	24.00	123.0
47	2026-05-29 18:33:48 CST	1149030413	0	35.38	35.38	1	1	14.00	0.65	24.00	127.0
48	2026-05-29 18:34:23 CST	1149030413	0	35.25	35.25	1	1	14.00	0.65	24.00	124.0
49	2026-05-29 18:34:58 CST	1149030413	0	36.06	36.06	1	1	14.00	0.63	23.00	128.0
50	2026-05-29 18:35:34 CST	1149030413	0	34.75	34.75	1	1	14.00	0.66	24.00	121.0
51	2026-05-29 18:36:09 CST	1149030413	0	34.56	34.56	1	1	14.00	0.66	24.00	127.0
52	2026-05-29 18:36:44 CST	1149030413	0	35.31	35.31	1	1	14.00	0.65	24.00	123.0
53	2026-05-29 18:37:19 CST	1149030413	0	34.81	34.81	1	1	14.00	0.66	24.00	125.0
54	2026-05-29 18:37:54 CST	1149030413	0	35.62	35.62	1	1	14.00	0.64	24.00	126.0
55	2026-05-29 18:38:29 CST	1149030413	0	34.69	34.69	1	1	14.00	0.66	24.00	124.0
56	2026-05-29 18:39:04 CST	1149030413	0	32.88	32.88	1	1	14.00	0.69	26.00	124.0
57	2026-05-29 18:39:37 CST	1149030413	0	35.62	35.62	1	1	14.00	0.64	24.00	126.0
58	2026-05-29 18:40:13 CST	1149030413	0	35.25	35.25	1	1	14.00	0.65	24.00	122.0
59	2026-05-29 18:40:48 CST	1149030413	0	32.75	32.75	1	1	13.00	0.70	24.00	122.0
60	2026-05-29 18:41:21 CST	1149030413	0	35.06	35.06	1	1	15.00	0.65	26.00	125.0
61	2026-05-29 18:41:56 CST	1149030413	0	33.75	33.75	1	1	13.00	0.68	23.00	128.0
62	2026-05-29 18:42:29 CST	1149030413	0	35.06	35.06	1	1	14.00	0.65	24.00	124.0
63	2026-05-29 18:43:04 CST	1149030413	0	35.44	35.44	1	1	14.00	0.64	24.00	126.0
64	2026-05-29 18:43:40 CST	1149030413	0	35.50	35.50	1	1	14.00	0.64	24.00	131.0
65	2026-05-29 18:44:15 CST	1149030413	0	35.50	35.50	1	1	15.00	0.64	25.00	131.0
66	2026-05-29 18:44:51 CST	1149030413	0	34.88	34.88	1	1	14.00	0.65	24.00	131.0
67	2026-05-29 18:45:26 CST	1149030413	0	35.31	35.31	1	1	14.00	0.65	24.00	129.0
68	2026-05-29 18:46:01 CST	1149030413	0	34.69	34.69	1	1	14.00	0.66	24.00	131.0
69	2026-05-29 18:46:36 CST	1149030413	0	34.31	34.31	1	1	14.00	0.67	24.00	139.0
70	2026-05-29 18:47:10 CST	1149030413	0	33.19	33.19	1	1	14.00	0.69	25.00	137.0
71	2026-05-29 18:47:43 CST	1149030413	0	36.25	36.25	1	1	14.00	0.63	23.00	132.0
72	2026-05-29 18:48:19 CST	1149030413	0	35.38	35.38	1	1	14.00	0.65	24.00	126.0
73	2026-05-29 18:48:55 CST	1149030413	0	34.75	34.75	1	1	14.00	0.66	24.00	124.0
74	2026-05-29 18:49:30 CST	1149030413	0	36.88	36.88	1	1	14.00	0.62	23.00	120.0
75	2026-05-29 18:50:06 CST	1149030413	0	35.19	35.19	1	1	14.00	0.65	24.00	122.0
76	2026-05-29 18:50:42 CST	1149030413	0	35.25	35.25	1	1	15.00	0.65	26.00	124.0
77	2026-05-29 18:51:17 CST	1149030413	0	34.12	34.12	1	1	14.00	0.67	25.00	128.0
78	2026-05-29 18:51:51 CST	1149030413	0	36.06	36.06	1	1	15.00	0.63	25.00	131.0
79	2026-05-29 18:52:27 CST	1149030413	0	34.56	34.56	1	1	14.00	0.66	24.00	133.0
80	2026-05-29 18:53:02 CST	1149030413	0	34.94	34.94	1	1	14.00	0.65	24.00	137.0
81	2026-05-29 18:53:37 CST	1149030413	0	34.62	34.62	1	1	14.00	0.66	24.00	134.0
82	2026-05-29 18:54:11 CST	1149030413	0	37.00	37.00	1	1	16.00	0.62	26.00	137.0
83	2026-05-29 18:54:48 CST	1149030413	0	34.00	34.00	1	1	14.00	0.67	25.00	138.0
84	2026-05-29 18:55:22 CST	1149030413	0	34.94	34.94	1	1	14.00	0.65	24.00	128.0
85	2026-05-29 18:55:57 CST	1149030413	0	35.12	35.12	1	1	14.00	0.65	24.00	124.0
86	2026-05-29 18:56:32 CST	1149030413	0	34.88	34.88	1	1	14.00	0.65	24.00	126.0
87	2026-05-29 18:57:07 CST	1149030413	0	35.06	35.06	1	1	14.00	0.65	24.00	127.0
88	2026-05-29 18:57:42 CST	1149030413	0	35.12	35.12	1	1	14.00	0.65	24.00	128.0
89	2026-05-29 18:58:17 CST	1149030413	0	35.31	35.31	1	1	14.00	0.65	24.00	128.0
90	2026-05-29 18:58:53 CST	1149030413	0	37.00	37.00	1	1	15.00	0.62	24.00	131.0
91	2026-05-29 18:59:30 CST	1149030413	0	34.81	34.81	1	1	14.00	0.66	24.00	126.0
92	2026-05-29 19:00:04 CST	1149030413	0	35.19	35.19	1	1	14.00	0.65	24.00	122.0
93	2026-05-29 19:00:40 CST	1149030413	0	33.81	33.81	1	1	14.00	0.68	25.00	129.0
94	2026-05-29 19:01:13 CST	1149030413	0	34.69	34.69	1	1	14.00	0.66	24.00	130.0
95	2026-05-29 19:01:48 CST	1149030413	0	36.62	36.62	1	1	15.00	0.62	25.00	129.0
96	2026-05-29 19:02:25 CST	1149030413	0	34.50	34.50	1	1	14.00	0.66	24.00	133.0
97	2026-05-29 19:02:59 CST	1149030413	0	34.94	34.94	1	1	14.00	0.65	24.00	136.0
98	2026-05-29 19:03:34 CST	1149030413	0	34.69	34.69	1	1	14.00	0.66	24.00	130.0
99	2026-05-29 19:04:09 CST	1149030413	0	34.75	34.75	1	1	14.00	0.66	24.00	131.0
100	2026-05-29 19:04:44 CST	1149030413	0	32.38	32.38	1	1	14.00	0.71	26.00	118.0
101	2026-05-29 19:05:16 CST	1149030413	0	35.06	35.06	1	1	13.00	0.65	22.00	122.0
102	2026-05-29 19:05:51 CST	1149030413	0	36.62	36.62	1	1	15.00	0.62	25.00	127.0
103	2026-05-29 19:06:28 CST	1149030413	0	35.50	35.50	1	1	14.00	0.64	24.00	132.0
104	2026-05-29 19:07:03 CST	1149030413	0	34.00	34.00	1	1	13.00	0.67	23.00	132.0
105	2026-05-29 19:07:37 CST	1149030413	0	34.19	34.19	1	1	15.00	0.67	26.00	130.0
106	2026-05-29 19:08:11 CST	1149030413	0	34.38	34.38	1	1	14.00	0.67	24.00	135.0
107	2026-05-29 19:08:46 CST	1149030413	0	35.31	35.31	1	1	14.00	0.65	24.00	136.0
108	2026-05-29 19:09:21 CST	1149030413	0	34.94	34.94	1	1	14.00	0.65	24.00	132.0
109	2026-05-29 19:09:56 CST	1149030413	0	36.88	36.88	1	1	15.00	0.62	24.00	134.0
110	2026-05-29 19:10:33 CST	1149030413	0	35.69	35.69	1	1	15.00	0.64	25.00	133.0
111	2026-05-29 19:11:09 CST	1149030413	0	36.12	36.12	1	1	15.00	0.63	25.00	138.0
112	2026-05-29 19:11:45 CST	1149030413	0	34.31	34.31	1	1	14.00	0.67	24.00	135.0
113	2026-05-29 19:12:19 CST	1149030413	0	34.94	34.94	1	1	14.00	0.65	24.00	130.0
114	2026-05-29 19:12:54 CST	1149030413	0	33.25	33.25	1	1	15.00	0.69	27.00	129.0
115	2026-05-29 19:13:27 CST	1149030413	0	37.19	37.19	1	1	15.00	0.62	24.00	130.0
116	2026-05-29 19:14:04 CST	1149030413	0	34.19	34.19	1	1	14.00	0.67	25.00	133.0
117	2026-05-29 19:14:39 CST	1149030413	0	31.88	31.88	1	1	13.00	0.72	24.00	132.0
118	2026-05-29 19:15:10 CST	1149030413	0	39.00	39.00	1	1	16.00	0.59	25.00	144.0
119	2026-05-29 19:15:49 CST	1149030413	0	34.12	34.12	1	1	14.00	0.67	25.00	143.0
120	2026-05-29 19:16:24 CST	1149030413	0	36.50	36.50	1	1	15.00	0.63	25.00	141.0
121	2026-05-29 19:17:00 CST	1149030413	0	31.31	31.31	1	1	14.00	0.73	27.00	136.0
122	2026-05-29 19:17:31 CST	1149030413	0	36.19	36.19	1	1	15.00	0.63	25.00	136.0
123	2026-05-29 19:18:08 CST	1149030413	0	33.56	33.56	1	1	14.00	0.68	25.00	142.0
124	2026-05-29 19:18:41 CST	1149030413	0	33.75	33.75	1	1	14.00	0.68	25.00	141.0
125	2026-05-29 19:19:15 CST	1149030413	0	34.88	34.88	1	1	14.00	0.65	24.00	136.0
126	2026-05-29 19:19:50 CST	1149030413	0	34.94	34.94	1	1	14.00	0.65	24.00	140.0
127	2026-05-29 19:20:25 CST	1149030413	0	34.06	34.06	1	1	14.00	0.67	25.00	133.0
128	2026-05-29 19:20:59 CST	1149030413	0	34.25	34.25	1	1	14.00	0.67	25.00	128.0
129	2026-05-29 19:21:33 CST	1149030413	0	34.56	34.56	1	1	14.00	0.66	24.00	127.0
130	2026-05-29 19:22:08 CST	1149030413	0	36.19	36.19	1	1	15.00	0.63	25.00	126.0
131	2026-05-29 19:22:44 CST	1149030413	0	34.56	34.56	1	1	14.00	0.66	24.00	133.0
132	2026-05-29 19:23:18 CST	1149030413	0	36.44	36.44	1	1	15.00	0.63	25.00	133.0
133	2026-05-29 19:23:55 CST	1149030413	0	33.94	33.94	1	1	15.00	0.67	27.00	148.0
134	2026-05-29 19:24:29 CST	1149030413	0	34.25	34.25	1	1	15.00	0.67	26.00	149.0
135	2026-05-29 19:25:03 CST	1149030413	0	34.38	34.38	1	1	14.00	0.67	24.00	146.0
136	2026-05-29 19:25:37 CST	1149030413	0	33.38	33.38	1	1	14.00	0.69	25.00	146.0
137	2026-05-29 19:26:11 CST	1149030413	0	34.00	34.00	1	1	14.00	0.67	25.00	149.0
138	2026-05-29 19:26:45 CST	1149030413	0	33.50	33.50	1	1	14.00	0.68	25.00	153.0
139	2026-05-29 19:27:18 CST	1149030413	0	35.12	35.12	1	1	16.00	0.65	27.00	151.0
140	2026-05-29 19:27:53 CST	1149030413	0	35.50	35.50	1	1	15.00	0.64	25.00	154.0
141	2026-05-29 19:28:29 CST	1149030413	0	30.00	30.00	1	1	15.00	0.76	30.00	152.0
142	2026-05-29 19:28:59 CST	1149030413	0	29.81	29.81	1	1	15.00	0.77	30.00	148.0
143	2026-05-29 19:29:29 CST	1149030413	0	33.97	33.97	1	1	13.00	0.67	23.00	156.0
144	2026-05-29 19:30:23 CST	1149030413	0	0.85	0.85	0	255	0.00	0.00	0.00	151.0
145	2026-05-29 19:30:26 CST	1149030413	0	1.13	1.13	0	255	0.00	0.00	0.00	151.0
