message_index	start_time	timestamp	calc_duration	total_elapsed_time	total_timer_time	length_type	swim_stroke	total_strokes	avg_speed	avg_swimming_cadence	avg_heart_rate
36	2026-06-12 18:38:02 CST	1150240651	0	34.31	34.31	1	1	16.00	0.67	28.00	111.0
37	2026-06-12 18:38:36 CST	1150240651	0	34.88	34.88	1	1	17.00	0.65	29.00	115.0
38	2026-06-12 18:39:11 CST	1150240651	0	34.69	34.69	1	1	16.00	0.66	28.00	111.0
39	2026-06-12 18:39:46 CST	1150240651	0	33.44	33.44	1	1	15.00	0.68	27.00	112.0
40	2026-06-12 18:40:19 CST	1150240651	0	36.38	36.38	1	1	16.00	0.63	26.00	113.0
41	2026-06-12 18:40:55 CST	1150240651	0	34.31	34.31	1	1	16.00	0.67	28.00	115.0
42	2026-06-12 18:41:30 CST	1150240651	0	35.19	35.19	1	1	15.00	0.65	26.00	113.0
43	2026-06-12 18:42:05 CST	1150240651	0	33.94	33.94	1	1	16.00	0.67	28.00	120.0
44	2026-06-12 18:42:39 CST	1150240651	0	37.69	37.69	1	1	17.00	0.61	27.00	122.0
45	2026-06-12 18:43:17 CST	1150240651	0	35.06	35.06	1	1	16.00	0.65	27.00	121.0
46	2026-06-12 18:43:52 CST	1150240651	0	36.19	36.19	1	1	17.00	0.63	28.00	126.0
47	2026-06-12 18:44:28 CST	1150240651	0	34.50	34.50	1	1	16.00	0.66	28.00	127.0
48	2026-06-12 18:45:02 CST	1150240651	0	38.06	38.06	1	1	17.00	0.60	27.00	128.0
49	2026-06-12 18:45:40 CST	1150240651	0	35.31	35.31	1	1	16.00	0.65	27.00	128.0
50	2026-06-12 18:46:16 CST	1150240651	0	37.06	37.06	1	1	17.00	0.62	28.00	127.0
51	2026-06-12 18:46:53 CST	1150240651	0	35.94	35.94	1	1	17.00	0.64	28.00	125.0
52	2026-06-12 18:47:29 CST	1150240651	0	34.38	34.38	1	1	16.00	0.67	28.00	115.0
53	2026-06-12 18:48:03 CST	1150240651	0	36.12	36.12	1	1	17.00	0.63	28.00	116.0
54	2026-06-12 18:48:39 CST	1150240651	0	34.62	34.62	1	1	16.00	0.66	28.00	117.0
55	2026-06-12 18:49:14 CST	1150240651	0	33.56	33.56	1	1	17.00	0.68	30.00	112.0
56	2026-06-12 18:49:47 CST	1150240651	0	35.94	35.94	1	1	17.00	0.64	28.00	111.0
57	2026-06-12 18:50:23 CST	1150240651	0	33.69	33.69	1	1	15.00	0.68	27.00	117.0
58	2026-06-12 18:50:57 CST	1150240651	0	37.38	37.38	1	1	18.00	0.61	29.00	121.0
59	2026-06-12 18:51:34 CST	1150240651	0	34.44	34.44	1	1	17.00	0.66	30.00	123.0
60	2026-06-12 18:52:09 CST	1150240651	0	37.00	37.00	1	1	18.00	0.62	29.00	125.0
61	2026-06-12 18:52:46 CST	1150240651	0	34.25	34.25	1	1	16.00	0.67	28.00	128.0
62	2026-06-12 18:53:20 CST	1150240651	0	35.62	35.62	1	1	16.00	0.64	27.00	144.0
63	2026-06-12 18:53:56 CST	1150240651	0	35.75	35.75	1	1	17.00	0.64	29.00	144.0
64	2026-06-12 18:54:31 CST	1150240651	0	38.31	38.31	1	1	18.00	0.60	28.00	141.0
65	2026-06-12 18:55:10 CST	1150240651	0	34.88	34.88	1	1	16.00	0.65	28.00	137.0
66	2026-06-12 18:55:45 CST	1150240651	0	33.94	33.94	1	1	16.00	0.67	28.00	131.0
67	2026-06-12 18:56:19 CST	1150240651	0	35.38	35.38	1	1	17.00	0.65	29.00	129.0
68	2026-06-12 18:56:54 CST	1150240651	0	37.19	37.19	1	1	19.00	0.62	31.00	132.0
69	2026-06-12 18:57:31 CST	1150240651	0	34.19	34.19	1	1	16.00	0.67	28.00	123.0
70	2026-06-12 18:58:05 CST	1150240651	0	36.94	36.94	1	1	18.00	0.62	29.00	126.0
71	2026-06-12 18:58:42 CST	1150240651	0	34.62	34.62	1	1	17.00	0.66	29.00	131.0
72	2026-06-12 18:59:17 CST	1150240651	0	34.81	34.81	1	1	17.00	0.66	29.00	122.0
73	2026-06-12 18:59:52 CST	1150240651	0	35.00	35.00	1	1	17.00	0.65	29.00	126.0
74	2026-06-12 19:00:27 CST	1150240651	0	36.81	36.81	1	1	18.00	0.62	29.00	129.0
75	2026-06-12 19:01:04 CST	1150240651	0	35.81	35.81	1	1	17.00	0.64	28.00	118.0
76	2026-06-12 19:01:39 CST	1150240651	0	36.94	36.94	1	1	18.00	0.62	29.00	117.0
77	2026-06-12 19:02:16 CST	1150240651	0	34.88	34.88	1	1	17.00	0.65	29.00	114.0
78	2026-06-12 19:02:51 CST	1150240651	0	37.06	37.06	1	1	18.00	0.62	29.00	113.0
79	2026-06-12 19:03:28 CST	1150240651	0	34.12	34.12	1	1	16.00	0.67	28.00	118.0
80	2026-06-12 19:04:02 CST	1150240651	0	35.50	35.50	1	1	18.00	0.64	30.00	108.0
81	2026-06-12 19:04:38 CST	1150240651	0	36.19	36.19	1	1	17.00	0.63	28.00	111.0
82	2026-06-12 19:05:14 CST	1150240651	0	37.31	37.31	1	1	18.00	0.61	29.00	117.0
83	2026-06-12 19:05:51 CST	1150240651	0	33.81	33.81	1	1	17.00	0.68	30.00	116.0
84	2026-06-12 19:06:25 CST	1150240651	0	35.50	35.50	1	1	17.00	0.64	29.00	116.0
85	2026-06-12 19:07:01 CST	1150240651	0	34.62	34.62	1	1	16.00	0.66	28.00	112.0
86	2026-06-12 19:07:35 CST	1150240651	0	34.62	34.62	1	1	16.00	0.66	28.00	116.0
87	2026-06-12 19:08:10 CST	1150240651	0	35.88	35.88	1	1	17.00	0.64	28.00	126.0
88	2026-06-12 19:08:46 CST	1150240651	0	36.81	36.81	1	1	18.00	0.62	29.00	123.0
89	2026-06-12 19:09:23 CST	1150240651	0	35.12	35.12	1	1	17.00	0.65	29.00	121.0
90	2026-06-12 19:09:58 CST	1150240651	0	36.19	36.19	1	1	17.00	0.63	28.00	121.0
91	2026-06-12 19:10:34 CST	1150240651	0	37.12	37.12	1	1	19.00	0.62	31.00	120.0
92	2026-06-12 19:11:11 CST	1150240651	0	35.81	35.81	1	1	17.00	0.64	28.00	120.0
93	2026-06-12 19:11:47 CST	1150240651	0	36.31	36.31	1	1	18.00	0.63	30.00	118.0
94	2026-06-12 19:12:23 CST	1150240651	0	37.56	37.56	1	1	18.00	0.61	29.00	117.0
95	2026-06-12 19:13:01 CST	1150240651	0	33.19	33.19	1	1	16.00	0.69	29.00	119.0
96	2026-06-12 19:13:34 CST	1150240651	0	36.44	36.44	1	1	18.00	0.63	30.00	120.0
97	2026-06-12 19:14:10 CST	1150240651	0	35.62	35.62	1	1	18.00	0.64	30.00	118.0
98	2026-06-12 19:14:46 CST	1150240651	0	36.38	36.38	1	1	18.00	0.63	30.00	118.0
99	2026-06-12 19:15:22 CST	1150240651	0	35.25	35.25	1	1	17.00	0.65	29.00	110.0
100	2026-06-12 19:15:58 CST	1150240651	0	36.25	36.25	1	1	18.00	0.63	30.00	112.0
101	2026-06-12 19:16:34 CST	1150240651	0	36.12	36.12	1	1	18.00	0.63	30.00	115.0
102	2026-06-12 19:17:10 CST	1150240651	0	35.69	35.69	1	1	18.00	0.64	30.00	112.0
103	2026-06-12 19:17:46 CST	1150240651	0	35.69	35.69	1	1	17.00	0.64	29.00	112.0
104	2026-06-12 19:18:21 CST	1150240651	0	35.38	35.38	1	1	17.00	0.65	29.00	117.0
105	2026-06-12 19:18:57 CST	1150240651	0	35.31	35.31	1	1	17.00	0.65	29.00	119.0
106	2026-06-12 19:19:32 CST	1150240651	0	37.06	37.06	1	1	19.00	0.62	31.00	116.0
107	2026-06-12 19:20:09 CST	1150240651	0	34.19	34.19	1	1	17.00	0.67	30.00	117.0
108	2026-06-12 19:20:43 CST	1150240651	0	35.06	35.06	1	1	17.00	0.65	29.00	120.0
109	2026-06-12 19:21:18 CST	1150240651	0	34.88	34.88	1	1	17.00	0.65	29.00	118.0
110	2026-06-12 19:21:53 CST	1150240651	0	37.38	37.38	1	1	18.00	0.61	29.00	116.0
111	2026-06-12 19:22:31 CST	1150240651	0	34.75	34.75	1	1	17.00	0.66	29.00	113.0
112	2026-06-12 19:23:05 CST	1150240651	0	36.06	36.06	1	1	17.00	0.63	28.00	120.0
113	2026-06-12 19:23:41 CST	1150240651	0	36.69	36.69	1	1	19.00	0.62	31.00	119.0
114	2026-06-12 19:24:18 CST	1150240651	0	36.06	36.06	1	1	17.00	0.63	28.00	118.0
115	2026-06-12 19:24:54 CST	1150240651	0	35.12	35.12	1	1	17.00	0.65	29.00	118.0
116	2026-06-12 19:25:29 CST	1150240651	0	38.69	38.69	1	1	20.00	0.59	31.00	121.0
117	2026-06-12 19:26:08 CST	1150240651	0	34.69	34.69	1	1	18.00	0.66	31.00	122.0
118	2026-06-12 19:26:43 CST	1150240651	0	37.31	37.31	1	1	18.00	0.61	29.00	120.0
119	2026-06-12 19:27:20 CST	1150240651	0	35.31	35.31	1	1	17.00	0.65	29.00	120.0
120	2026-06-12 19:27:55 CST	1150240651	0	35.62	35.62	1	1	18.00	0.64	30.00	122.0
121	2026-06-12 19:28:31 CST	1150240651	0	34.06	34.06	1	1	17.00	0.67	30.00	120.0
122	2026-06-12 19:29:05 CST	1150240651	0	36.31	36.31	1	1	18.00	0.63	30.00	122.0
123	2026-06-12 19:29:41 CST	1150240651	0	36.83	36.83	1	1	18.00	0.62	29.00	123.0
